Diệu Phúc - 571 Huỳnh Tấn Phát,"571 Huỳnh Tấn Phát, P. Tân Thuận Đông, Q.7, TP. HCM",POINT (106.7298637 10.7422349),CPS-HCM-Q07-571HTP
Diệu Phúc - 579 Dương Bá Trạc,"579 Dương Bá Trạc, P.1, Q.8, TP. HCM",POINT (106.6886716 10.7430235),CPS-HCM-Q08-579DBT
Diệu Phúc - 57 Phạm Văn Thuận,"57 Phạm Văn Thuận, P. Tân Tiến, TP. Biên Hòa, Đồng Nai",POINT (106.83182584907321 10.957943864084001),CPS-DON-BHO-57PVT
Diệu Phúc - 58 Tỉnh Lộ 8,"58 Tỉnh Lộ 8, Ấp 1, Xã Tân Thạnh Tây, Huyện Củ Chi, TP. HCM",POINT (106.5741486576708 10.98421040869962),CPS-HCM-CCH-58TL8
Diệu Phúc - 59 Quang Trung,"59 Quang Trung, P. 10, Q. Gò Vấp, TP. HCM",POINT (106.6770188 10.8273189),CPS-HCM-GVA-59QT
Diệu Phúc - 5 Nguyễn Kiệm,"5 Nguyễn Kiệm, P. 3, Q. Gò Vấp",POINT (106.6785888 10.814681),CPS-HCM-GVA-5NK
Diệu Phúc - 632A Kha Vạn Cân,"632A Kha Vạn Cân, P. Linh Đông, TP. Thủ Đức, TP. HCM",POINT (106.7471228 10.8420095),CPS-HCM-TDU-632AKVC
Diệu Phúc - 669 Trần Hưng Đạo,"669 Trần Hưng Đạo, P. Lê Hồng Phong, TP. Quy Nhơn, Bình Định",POINT (109.22888505889547 13.777174527719062),CPS-BDI-QNH-669THD
Diệu Phúc - 672-674 Âu Cơ,"672-674 Âu Cơ, P. 14, Q. Tân Bình, TP. HCM",POINT (106.6416682 10.7861037),CPS-HCM-TBI-672AC
Diệu Phúc - 739 Trần Phú,"739 Trần Phú, Bảo Lộc, Lâm Đồng",POINT (107.80472505582559 11.543784227729898),CPS-LDO-BLO-739TP
Diệu Phúc - 785 Trần Hưng Đạo,"785 Trần Hưng Đạo, P.1, Q.5, TP. HCM",POINT (106.68166762883551 10.755566887889527),CPS-HCM-Q05-785THD
Diệu Phúc - 7 - 9 - 11 Bùi Văn Hòa,"7 - 9 - 11 Bùi Văn Hòa, P. Long Bình, TP. Biên Hòa, Đồng Nai",POINT (106.8691169 10.939732178171978),CPS-DON-BHO-7BVH
Diệu Phúc - 81 Nguyễn Huệ,"81 Nguyễn Huệ, P.1, TP. Cao Lãnh, Đồng Tháp",POINT (105.63565597116481 10.456471842018583),CPS-DTH-CLA-81NH
Diệu Phúc - 855 Cách Mạng Tháng 8,"855 Cách Mạng Tháng 8, P. Hiệp Ninh, TP. Tây Ninh, Tây Ninh",POINT (106.11619030672418 11.308780691605588),CPS-TNI-TNI-855CMT8
Diệu Phúc - 888 Tỉnh Lộ 10,"888 Tỉnh Lộ 10, P. Bình Trị Đông A, Q. Bình Tân, TP. HCM",POINT (106.60632684232776 10.758292366329515),CPS-HCM-BTA-888TL10
Diệu Phúc - 91 Hùng Vương,"91 Hùng Vương, P. 6, TP. Sóc Trăng, Sóc Trăng",POINT (105.96874714907332 9.612780956756126),CPS-STR-STR-91HV
Diệu Phúc - 943 Kha Vạn Cân,"943 Kha Vạn Cân, P. Linh Trung, Thủ Đức, TP. HCM",POINT (106.76072872945079 10.860725295204304),CPS-HCM-TDU-943KVC
Diệu Phúc - C3/1A Phạm Hùng,"C3/1A Phạm Hùng, X. Bình Hưng, H. Bình Chánh, TP. HCM",POINT (106.6727445 10.7345403),CPS-HCM-BCH-C3PH
Diệu Phúc - Địa chỉ 58 Đường 30/4,"Địa chỉ 58 Đường 30/4, thị trấn Trảng Bom, huyện Trảng Bom, tỉnh Đồng Nai",POINT (107.00399778650623 10.950519536904865),CPS-DON-TBO-58BMTT
Diệu Phúc - Số F1 Đường Đồng Khởi,"Số F1 Đường Đồng Khởi, Khu phố 14, P. Tam Hiệp, Đồng Nai",POINT (106.85964498650621 10.957585331573549),CPS-DON-THI-F1DK
HTV - 03 Mê Linh,"03 Mê Linh, P. Liên Bảo, TP. Vĩnh Yên, Vĩnh Phúc",POINT (105.5983599 21.313561),CPS-VPH-VYE-3ML
HTV - 117 Trần Hưng Đạo,"117 Trần Hưng Đạo, TP. Đồng Hới, Quảng Bình",POINT (106.6136346 17.4695199),CPS-QBI-DH-117THD
HTV - 11 Nguyễn Văn Thoại,"11 Nguyễn Văn Thoại, P. An Hải Đông, Q. Sơn Trà, Đà Nẵng",POINT (108.24451522883552 16.056001847918658),CPS-DNA-STR-11NVT
HTV - 135 Hùng Vương,"135 Hùng Vương, P. Hoàng Văn Thụ, TP. Bắc Giang, Bắc Giang",POINT (106.20140289999999 21.27650594404753),CPS-BGI-BGI-135HV
HTV - 140 -142 Vạn Phúc,"140 -142 Vạn Phúc, P. Vạn Phúc, Q. Hà Đông, Hà Nội",POINT (105.7712169 20.9816784),CPS-HNO-HDO-140VP
HTV - 159 Trần Hưng Đạo,"159 Trần Hưng Đạo, P. Trần Hưng Đạo, TP. Nam Định, Nam Định",POINT (106.17564522883619 20.42628478302534),CPS-NDI-NDI-159THD
HTV - 160 Nguyễn Khánh Toàn,"160 Nguyễn Khánh Toàn, P. Quan Hoa, Q. Cầu Giấy, Hà Nội",POINT (105.7999757 21.0388199),CPS-HNO-CGI-160NKT
HTV - 163a đường Đà Nẵng,"163a đường Đà Nẵng, P. Lạc Viên, Q. Ngô Quyền, TP. Hải Phòng",POINT (106.69969194417594 20.861597420668005),CPS-HPH-HPH-163ADN
HTV - 200 Hoàng Văn Thụ,"200 Hoàng Văn Thụ, phường Phan Đình Phùng, TP. Thái Nguyên",POINT (105.82928785582152 21.58869071476124),CPS-TNG-TNG-200HVT
HTV - 213 Trần Phú,"213 Trần Phú, P. Cẩm Tây, TP. Cẩm Phả, Quảng Ninh",POINT (107.28416374232894 21.012321623633692),CPS-QNI-CPH-213TP
HTV - 21 Cao Lỗ,"21 Cao Lỗ, T. Phan Xá, H. Đông Anh, Hà Nội",POINT (105.8475145288355 21.141234661548644),CPS-HNO-DAN-21CL
HTV - 21 Thái Hà,"21 Thái Hà, P. Trung Liệt, Q. Đống Đa, Hà Nội",POINT (105.8220351 21.0107234),CPS-HNO-DDA-21TH
HTV - 2379 Hùng Vương,"2379 Hùng Vương, P. Nông Trang, TP. Việt Trì, Phú Thọ",POINT (105.3795929 21.3277195),CPS-PTH-VTR-2379HV
HTV - 242 Trần Phú,"242 Trần Phú, TX. Từ Sơn, Bắc Ninh",POINT (105.95414166931675 21.128660400896848),CPS-BNI-TSO-242TP
HTV - 252 Ngô Gia Tự,"252 Ngô Gia Tự, P. Đức Giang, Q. Long Biên, Hà Nội",POINT (105.8961253 21.063244),CPS-HNO-LBI-252NGT
HTV - 262 Trần Phú,"262 Trần Phú, P. Lam Sơn, Thành phố Thanh Hóa, Thanh Hóa",POINT (105.77613995276242 19.804524426758995),CPS-THO-THO-260TP
HTV - 126 Hồ Tùng Mậu,"126 Hồ Tùng Mậu, P. Mai Dịch, Q. Cầu Giấy, Hà Nội",POINT (105.77598326931381 21.037571033129307),CPS-HNO-CGI-126HTM
HTV - 124 - 126 - 128 Lạc Long Quân,"124 - 126 - 128 Lạc Long Quân, P. Bưởi, Q. Tây Hồ, Hà Nội",POINT (105.8090361 21.0539493),CPS-HNO-THO-126LLQ
HTV - 265 Lĩnh Nam,"265 Lĩnh Nam, P. Vĩnh Hưng, Q. Hoàng Mai, Hà Nội",POINT (105.87395322453781 20.98429823487637),CPS-HNO-HMA-265LN
HTV - 278P Trần Nguyên Hãn,"278P Trần Nguyên Hãn, P. Niệm Nghĩa, Q. Lê Chân, TP. Hải Phòng",POINT (106.66716871676671 20.844059339046133),CPS-HPH-HPH-278TNH
HTV - 280 Nguyễn Văn Cừ,"280 Nguyễn Văn Cừ, P. Bồ Đề, Q. Long Biên, Hà Nội",POINT (105.873966 21.0445521),CPS-HNO-LBI-280NVC
HTV - 282 Minh Khai,"282 Minh Khai, Q. Hai Bà Trưng, Hà Nội",POINT (105.85990939999998 20.99551708868635),CPS-HNO-HBT-282MK
HTV - 283 Hồ Tùng Mậu,"283 Hồ Tùng Mậu, P. Cầu Diễn, Q. Nam Từ Liêm, Hà Nội",POINT (105.7615552 21.0413954),CPS-HNO-NTL-283HTM
HTV - 300 Nguyễn Trãi,"300 Nguyễn Trãi, Q. Thanh Xuân, Hà Nội",POINT (105.8108377 20.9970579),CPS-HNO-TXU-300NT
HTV - 333 Lý Bôn,"333 Lý Bôn, P. Đề Thám, TP. Thái Bình, Thái Bình",POINT (106.33602976931722 20.4478600264087),CPS-TBI-TBI-333LB
HTV - 334 Trần Hưng Đạo,"334 Trần Hưng Đạo, Đại Phúc, TP. Bắc Ninh, Bắc Ninh",POINT (106.0745998 21.1766134),CPS-BNI-BNI-334THD
HTV - 343-345 Nguyễn Văn Cừ,"343-345 Nguyễn Văn Cừ, P. Bồ Đề, Q. Long Biên, Hà Nội",POINT (105.87679829999999 21.04659119494982),CPS-HNO-BDE-345NVC
HTV - 360 Xã Đàn,"360 Xã Đàn, P. Nam Đồng, Q. Đống Đa, Hà Nội",POINT (105.83381184473033 21.01515492766393),CPS-HNO-DDA-384XD
HTV - 361 Ngọc Hồi,"361 Ngọc Hồi, X. Văn Điển, H. Thanh Trì, Hà Nội",POINT (105.84453314232894 20.94759417404167),CPS-HNO-TTR-361NH
HTV - 369 Nguyễn Văn Linh,"369 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng",POINT (108.2075361 16.0590528),CPS-DNA-TK-369NVL
HTV - 42/A10 Lê Trọng Tấn,"42/A10 Lê Trọng Tấn, X. An Khánh, H. Hoài Đức, Hà Nội",POINT (105.73193014232918 21.004998537385436),CPS-HNO-AKH-42A10LTT
HTV - 50 Lê Quang Đạo,"50 Lê Quang Đạo, P. Phú Đô, Q. Nam Từ Liêm, Hà Nội",POINT (105.76956606441783 21.013720291014295),CPS-HNO-NTL-50LQD
HTV - 48 Trần Duy Hưng,"48 Trần Duy Hưng, P. Trung Hoà, Q. Cầu Giấy, Hà Nội",POINT (105.80144417114877 21.01288398459233),CPS-HNO-CGI-48TDH
HTV - 267 Đường Quang Trung,"267 Đường Quang Trung, P. Quang Trung, Q. Hà Đông, Hà Nội",POINT (105.77126298832965 20.966908527680236),CPS-HNO-HDO-267QT
HTV - 516 Bạch Mai,"516 Bạch Mai, P. Trương Định, Q. Hai Bà Trưng",POINT (105.8498493263847 20.99663133703039),CPS-HNO-HBT-516BM
HTV - 51 Đại Cồ Việt,"51 Đại Cồ Việt, P. Lê Đại Hành, Q. Hai Bà Trưng, Hà Nội",POINT (105.8468225 21.0077701),CPS-HNO-HBT-51DCV
HTV - 543 Nguyễn Trãi,"543 Nguyễn Trãi, P. Thanh Xuân Nam, Q. Thanh Xuân, Hà Nội",POINT (105.796069 20.986139),CPS-HNO-TXU-543NT
HTV - 546 Trương Định,"546 Trương Định, P. Tân Mai, Q. Hoàng Mai - Ngã tư Tân Mai, Trương Định, Hà Nội",POINT (105.8459493448513 20.98398119891222),CPS-HNO-HMA-546TD
HTV - 61 Lê Lợi,"61 Lê Lợi, P. Lê Lợi, TP. Vinh, Nghệ An",POINT (105.67419868465925 18.678314129752913),CPS-NAN-VIN-61LL
