Thế Giới Di Động - Thế giới di động Thôn Tân Phú Mỹ,"Thế giới di động Thôn Tân Phú Mỹ, Xã Vật Lại, Thành phố Hà Nội, Việt Nam",POINT (105.40870666503906 21.2152156829834),1067
Điện Máy Xanh - Điện máy Xanh Lô CN 1,"Điện máy Xanh Lô CN 1, Cụm công nghiệp tập trung vừa và nhỏ, Phường Xuân Phương, Thành phố Hà Nội, Việt Nam",POINT (105.7417984008789 21.049020767211914),3932
Thế Giới Di Động - Thế giới di động Số 17 đường Cổ Nhuế,"Thế giới di động Số 17 đường Cổ Nhuế, Tổ dân phố Đống 2, Phường Đông Ngạc, Thành phố Hà Nội, Việt Nam",POINT (105.78282165527344 21.059152603149414),10738
Điện Máy Xanh - Điện máy Xanh 1A Tân Xuân,"Điện máy Xanh 1A Tân Xuân, Phường Đông Ngạc, Thành phố Hà Nội, Việt Nam",POINT (105.7854232788086 21.091236114501953),2611
Thế Giới Di Động - Thế giới di động Số 2 - 4 - 8 đường Cầu Diễn,"Thế giới di động Số 2 - 4 - 8 đường Cầu Diễn, Phường Phú Diễn, Thành phố Hà Nội, Việt Nam",POINT (105.76121520996094 21.042194366455078),9211
Thế Giới Di Động - Thế giới di động Số 87 đường Tân Xuân,"Thế giới di động Số 87 đường Tân Xuân, Phường Đông Ngạc, Thành phố Hà Nội, Việt Nam",POINT (105.78491973876953 21.080495834350586),1889
Điện Máy Xanh - Điện máy Xanh Số 260 Cầu Giấy,"Điện máy Xanh Số 260 Cầu Giấy, Phường Cầu Giấy, Thành phố Hà Nội, Việt Nam",POINT (105.79611206054688 21.034517288208008),4490
Điện Máy Xanh - Điện máy Xanh Số 70-72-74 đường Hồ Tùng Mậu,"Điện máy Xanh Số 70-72-74 đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam",POINT (105.77836608886719 21.03670310974121),9638
Thế Giới Di Động - Thế giới di động Số 5 đường Hồ Tùng Mậu,"Thế giới di động Số 5 đường Hồ Tùng Mậu, Phường Từ Liêm, Thành phố Hà Nội, Việt Nam",POINT (105.77855682373047 21.03644561767578),8791
Thế Giới Di Động - Thế giới di động Số 102 Phạm Văn Đồng ( Đầu Ngõ 1 đường Phạm Văn Đồng,"Thế giới di động Số 102 Phạm Văn Đồng ( Đầu Ngõ 1 đường Phạm Văn Đồng, cách phố Doãn Kế Thiện 200m), Phường Phú Diễn, Thành phố Hà Nội, Việt Nam",POINT (105.78079986572266 21.042510986328125),2325
Thế Giới Di Động - Thế giới di động Số 205 Trung Kính,"Thế giới di động Số 205 Trung Kính, Phường Cầu Giấy, Thành phố Hà Nội, Việt Nam",POINT (105.79268646240234 21.018512725830078),1090
Thế Giới Di Động - Thế giới di động Số 58 Nguyễn Khánh Toàn,"Thế giới di động Số 58 Nguyễn Khánh Toàn, Phường Nghĩa Đô, Thành phố Hà Nội, Việt Nam",POINT (105.80301666259766 21.036327362060547),147
Thế Giới Di Động - Thế giới di động Số 93 Lạc Long Quân,"Thế giới di động Số 93 Lạc Long Quân, Phường Tây Hồ, Thành phố Hà Nội, Việt Nam",POINT (105.8077163696289 21.050790786743164),215
Điện Máy Xanh - Điện máy Xanh Kilomet 28 quốc lộ 6,"Điện máy Xanh Kilomet 28 quốc lộ 6, Xã Phú Nghĩa, Thành phố Hà Nội, Việt Nam",POINT (105.64295196533203 20.9189510345459),558
Điện Máy Xanh - Điện máy Xanh Số 34 tổ 2,"Điện máy Xanh Số 34 tổ 2, khu Xuân Hà, Xã Xuân Mai, Thành phố Hà Nội, Việt Nam",POINT (105.58038330078125 20.900991439819336),1068
Điện Máy Xanh - Điện máy Xanh Thôn Tràng An,"Điện máy Xanh Thôn Tràng An, Phường Chương Mỹ, Thành phố Hà Nội, Việt Nam",POINT (105.71234130859375 20.927242279052734),56
Điện Máy Xanh - Điện máy Xanh Thôn Nam Sơn,"Điện máy Xanh Thôn Nam Sơn, Xã Xuân Mai, Thành phố Hà Nội, Việt Nam",POINT (105.60172271728516 20.851943969726562),1267
Điện Máy Xanh - Điện máy Xanh Đội 7,"Điện máy Xanh Đội 7, Thôn 2, Xã Quảng Bị, Thành phố Hà Nội, Việt Nam",POINT (105.7003402709961 20.863195419311523),1836
Điện Máy Xanh - Điện máy Xanh Thôn Quyết Tiến,"Điện máy Xanh Thôn Quyết Tiến, Xã Trần Phú, Thành phố Hà Nội, Việt Nam",POINT (105.66090393066406 20.867931365966797),7955
Điện Máy Xanh - Điện máy Xanh Khu đầu chợ Phượng,"Điện máy Xanh Khu đầu chợ Phượng, thôn Phượng Nghĩa, Phường Chương Mỹ, Thành phố Hà Nội, Việt Nam",POINT (105.70475006103516 20.92171859741211),9349
Điện Máy Xanh - Điện máy Xanh Số 186 phố Tây Sơn,"Điện máy Xanh Số 186 phố Tây Sơn, Xã Đan Phượng, Thành phố Hà Nội, Việt Nam",POINT (105.67273712158203 21.08356285095215),1139
Điện Máy Xanh - Điện máy Xanh Phố Thụy Ứng,"Điện máy Xanh Phố Thụy Ứng, Xã Đan Phượng, Thành phố Hà Nội, Việt Nam",POINT (105.66357421875 21.086132049560547),8805
Điện Máy Xanh - Điện máy Xanh Cụm 11,"Điện máy Xanh Cụm 11, Xã Ô Diên, Thành phố Hà Nội, Việt Nam",POINT (105.7054214477539 21.095077514648438),1614
Điện Máy Xanh - Điện máy Xanh Số 536 - 538,"Điện máy Xanh Số 536 - 538, đường Hồng Hà, cụm 9, Xã Ô Diên, Thành phố Hà Nội, Việt Nam",POINT (105.67939758300781 21.127994537353516),2787
Thế Giới Di Động - Thế giới di động Đạc 7,"Thế giới di động Đạc 7, Xã Liên Minh, Thành phố Hà Nội, Việt Nam",POINT (105.64707946777344 21.119003295898438),1590
Điện Máy Xanh - Điện máy Xanh Tổ 4,"Điện máy Xanh Tổ 4, Khối 1, Xã Đông Anh, Thành phố Hà Nội, Việt Nam",POINT (105.84529113769531 21.142154693603516),1190
Điện Máy Xanh - Điện máy Xanh Thôn Đản Mỗ,"Điện máy Xanh Thôn Đản Mỗ, Xã Đông Anh, Thành phố Hà Nội, Việt Nam",POINT (105.8459701538086 21.146564483642578),3935
Điện Máy Xanh - Điện máy Xanh Số 220 - 222 Vân Trì,"Điện máy Xanh Số 220 - 222 Vân Trì, Xã Phúc Thịnh, Thành phố Hà Nội, Việt Nam",POINT (105.81620025634766 21.153947830200195),1122
Điện Máy Xanh - Điện máy Xanh Khu dân cư Bắc Thăng Long,"Điện máy Xanh Khu dân cư Bắc Thăng Long, Xã Vĩnh Thanh, Thành phố Hà Nội, Việt Nam",POINT (105.78907775878906 21.11322784423828),1473
Điện Máy Xanh - Điện máy Xanh Thôn Đìa,"Điện máy Xanh Thôn Đìa, Xã Phúc Thịnh, Thành phố Hà Nội, Việt Nam",POINT (105.78451538085938 21.160907745361328),8966
Điện Máy Xanh - Điện máy Xanh Thôn Lương Quy,"Điện máy Xanh Thôn Lương Quy, Xã Thư Lâm, Thành phố Hà Nội, Việt Nam",POINT (105.86605072021484 21.16606330871582),1644
Điện Máy Xanh - Điện máy Xanh Thôn Vang,"Điện máy Xanh Thôn Vang, Xã Đông Anh, Thành phố Hà Nội, Việt Nam",POINT (105.8491439819336 21.14039421081543),9506
Thế Giới Di Động - Thế giới di động Số 162-164 đường Cao Lỗ,"Thế giới di động Số 162-164 đường Cao Lỗ, Xã Đông Anh, Thành phố Hà Nội, Việt Nam",POINT (105.85846710205078 21.1383113861084),981
Thế Giới Di Động - Thế giới di động Quốc lộ 03,"Thế giới di động Quốc lộ 03, tổ 16 (ngã 3 thiết bị điện), Xã Thư Lâm, Thành phố Hà Nội, Việt Nam",POINT (105.84660339355469 21.1633358001709),2764
Thế Giới Di Động - Thế giới di động Thôn Bầu,"Thế giới di động Thôn Bầu, Xã Thiên Lộc, Thành phố Hà Nội, Việt Nam",POINT (105.77953338623047 21.129039764404297),1080
Thế Giới Di Động - Thế giới di động Thôn Phan Xá,"Thế giới di động Thôn Phan Xá, Xã Đông Anh, Thành phố Hà Nội, Việt Nam",POINT (105.8553695678711 21.138668060302734),715
Thế Giới Di Động - Thế giới di động Thôn Ngọc Chi,"Thế giới di động Thôn Ngọc Chi, Xã Vĩnh Thanh, Thành phố Hà Nội, Việt Nam",POINT (105.82788848876953 21.116409301757812),1870
Điện Máy Xanh - Điện máy Xanh Số 147 - 149 - 151 - 153 Xã Đàn,"Điện máy Xanh Số 147 - 149 - 151 - 153 Xã Đàn, Phường Kim Liên, Thành phố Hà Nội, Việt Nam",POINT (105.83412170410156 21.013874053955078),7267
Điện Máy Xanh - Điện máy Xanh Số 159 Thái Hà,"Điện máy Xanh Số 159 Thái Hà, Phường Đống Đa, Thành phố Hà Nội, Việt Nam",POINT (105.81849670410156 21.01388168334961),3927
Thế Giới Di Động - Thế giới di động 11A Thái Hà,"Thế giới di động 11A Thái Hà, Phường Đống Đa, Thành phố Hà Nội, Việt Nam",POINT (105.82015991210938 21.012996673583984),26
Điện Máy Xanh - Điện máy Xanh 53 - 55 Đặng Phúc Thông (Đối diện cây xăng Dốc Lã) Thôn Lã Côi,"Điện máy Xanh 53 - 55 Đặng Phúc Thông (Đối diện cây xăng Dốc Lã) Thôn Lã Côi, Xã Phù Đổng, Thành phố Hà Nội, Việt Nam",POINT (105.92790985107422 21.096527099609375),1472
Điện Máy Xanh - Điện máy Xanh Số 115 - 117 - 119,"Điện máy Xanh Số 115 - 117 - 119, đường Ngô Xuân Quảng, Xã Gia Lâm, Thành phố Hà Nội, Việt Nam",POINT (105.93702697753906 21.017892837524414),1807
Điện Máy Xanh - Điện máy Xanh Số 203 - 205 - 207 Hà Huy Tập,"Điện máy Xanh Số 203 - 205 - 207 Hà Huy Tập, Xã Phù Đổng, Thành phố Hà Nội, Việt Nam",POINT (105.91375732421875 21.08179473876953),5124
Điện Máy Xanh - Điện máy Xanh Thôn Thuận Tốn,"Điện máy Xanh Thôn Thuận Tốn, Xã Gia Lâm, Thành phố Hà Nội, Việt Nam",POINT (105.92012023925781 20.982784271240234),2150
Điện Máy Xanh - Điện máy Xanh Thôn Phú Thụy,"Điện máy Xanh Thôn Phú Thụy, Xã Gia Lâm, Thành phố Hà Nội, Việt Nam",POINT (105.96524810791016 21.019447326660156),1902
Điện Máy Xanh - Điện máy Xanh Phù Đổng 6,"Điện máy Xanh Phù Đổng 6, xóm Tự, thôn Phù Đổng, Xã Phù Đổng, Thành phố Hà Nội, Việt Nam",POINT (105.96040344238281 21.053735733032227),12069
Điện Máy Xanh - Điện máy Xanh Phố Keo,"Điện máy Xanh Phố Keo, Xã Thuận An, Thành phố Hà Nội, Việt Nam",POINT (105.9888687133789 21.02625274658203),9021
Thế Giới Di Động - Thế giới di động Số 103,"Thế giới di động Số 103, đường Ngô Xuân Quảng, Xã Gia Lâm, Thành phố Hà Nội, Việt Nam",POINT (105.9371337890625 21.01826286315918),1444
Thế Giới Di Động - Thế giới di động Số 315 Đường Hà Huy Tập,"Thế giới di động Số 315 Đường Hà Huy Tập, Xã Phù Đổng, Thành phố Hà Nội, Việt Nam",POINT (105.92323303222656 21.091684341430664),573
Thế Giới Di Động - Thế giới di động Số 72A - 72B,"Thế giới di động Số 72A - 72B, thôn Thuận Tốn, Xã Gia Lâm, Thành phố Hà Nội, Việt Nam",POINT (105.93038940429688 20.986183166503906),1428
Thế Giới Di Động - Thế giới di động Đường Kiêu Kỵ,"Thế giới di động Đường Kiêu Kỵ, Thôn Trung Dương (Ngã Tư Chợ Kiêu Kỵ), Xã Gia Lâm, Thành phố Hà Nội, Việt Nam",POINT (105.9600601196289 20.98343849182129),1936
Thế Giới Di Động - Thế giới di động Xóm 8,"Thế giới di động Xóm 8, Xã Phù Đổng, Thành phố Hà Nội, Việt Nam",POINT (105.94036102294922 21.079273223876953),10129
Điện Máy Xanh - Điện máy Xanh Khu đô thị Mỗ Lao,"Điện máy Xanh Khu đô thị Mỗ Lao, Phường Hà Đông, Thành phố Hà Nội, Việt Nam",POINT (105.7854232788086 20.979543685913086),3924
Điện Máy Xanh - Điện máy Xanh 36 Cầu Bươu,"Điện máy Xanh 36 Cầu Bươu, Phường Kiến Hưng, Thành phố Hà Nội, Việt Nam",POINT (105.80172729492188 20.96027183532715),112
Điện Máy Xanh - Điện máy Xanh Số 194-196-198-200 Vạn Phúc,"Điện máy Xanh Số 194-196-198-200 Vạn Phúc, Hà Đông, Hà Nội (Ngã Tư Vạn Phúc - Đại Mỗ), Phường Hà Đông, Thành phố Hà Nội, Việt Nam",POINT (105.76782989501953 20.983173370361328),4017
Điện Máy Xanh - Điện máy Xanh 170 Lê Trọng Tấn,"Điện máy Xanh 170 Lê Trọng Tấn, Phường Hà Đông, Thành phố Hà Nội, Việt Nam",POINT (105.75772094726562 20.966655731201172),1305
Điện Máy Xanh - Điện máy Xanh 746 - 748 - 750 - 752 Quang Trung,"Điện máy Xanh 746 - 748 - 750 - 752 Quang Trung, Phường Dương Nội, Thành phố Hà Nội, Việt Nam",POINT (105.75753021240234 20.957012176513672),328
Thế Giới Di Động - Thế giới di động Số 124 Phố Xốm,"Thế giới di động Số 124 Phố Xốm, Phường Phú Lương, Thành phố Hà Nội, Việt Nam",POINT (105.75650787353516 20.94358253479004),389
Thế Giới Di Động - Thế giới di động 18B Trần Phú,"Thế giới di động 18B Trần Phú, tổ dân phố 3 (cạnh siêu thị Coop Mart), Phường Hà Đông, Thành phố Hà Nội, Việt Nam",POINT (105.78990173339844 20.98218536376953),2504
Thế Giới Di Động - Thế giới di động Số 186 đường Vạn Phúc,"Thế giới di động Số 186 đường Vạn Phúc, Phường Hà Đông, Thành phố Hà Nội, Việt Nam",POINT (105.77050018310547 20.98248863220215),9522
Thế Giới Di Động - Thế giới di động Số 245 Lê Trọng Tấn (ngã tư chợ La Cả),"Thế giới di động Số 245 Lê Trọng Tấn (ngã tư chợ La Cả), Phường Dương Nội, Thành phố Hà Nội, Việt Nam",POINT (105.7460708618164 20.978193283081055),2391
Thế Giới Di Động - Thế giới di động 403 Quang Trung,"Thế giới di động 403 Quang Trung, Phường Kiến Hưng, Thành phố Hà Nội, Việt Nam",POINT (105.76801300048828 20.964494705200195),805
Thế Giới Di Động - Thế giới di động Tổ dân phố Trung Bình (ngã tư La Dương),"Thế giới di động Tổ dân phố Trung Bình (ngã tư La Dương), Phường Dương Nội, Thành phố Hà Nội, Việt Nam",POINT (105.73599243164062 20.993249893188477),2677
Thế Giới Di Động - Thế giới di động 95 Đường Phùng Hưng,"Thế giới di động 95 Đường Phùng Hưng, Phường Hà Đông, Thành phố Hà Nội, Việt Nam",POINT (105.78423309326172 20.970800399780273),11719
Thế Giới Di Động - Thế giới di động 66 Đường Vạn Phúc,"Thế giới di động 66 Đường Vạn Phúc, Tổ Dân Phố Bạch Đằng ( Đầu Ngõ 68 Đường Vạn Phúc ), Phường Hà Đông, Thành phố Hà Nội, Việt Nam",POINT (105.77205657958984 20.9805850982666),520
Thế Giới Di Động - Thế giới di động Số 65,"Thế giới di động Số 65, đường Phan Trọng Tuệ, Xã Đại Thanh, Thành phố Hà Nội, Việt Nam",POINT (105.80699157714844 20.957637786865234),1611
Điện Máy Xanh - Điện máy Xanh Số 418 đường Quang Trung,"Điện máy Xanh Số 418 đường Quang Trung, Phường Dương Nội, Thành phố Hà Nội, Việt Nam",POINT (105.76449584960938 20.962282180786133),5423
Điện Máy Xanh - Điện máy Xanh Số 1 ngõ 349 đường Minh Khai,"Điện máy Xanh Số 1 ngõ 349 đường Minh Khai, Phường Vĩnh Tuy, Thành phố Hà Nội, Việt Nam",POINT (105.86529541015625 20.99755859375),4712
Điện Máy Xanh - Điện máy Xanh Số 196 Tam Trinh,"Điện máy Xanh Số 196 Tam Trinh, Phường Hoàng Mai, Thành phố Hà Nội, Việt Nam",POINT (105.86631774902344 20.965251922607422),1046
Điện Máy Xanh - Điện máy Xanh Số 223 - 225 đường Lĩnh Nam,"Điện máy Xanh Số 223 - 225 đường Lĩnh Nam, Phường Vĩnh Hưng, Thành phố Hà Nội, Việt Nam",POINT (105.87278747558594 20.984668731689453),6321
Thế Giới Di Động - Thế giới di động 456-456A-458 Bạch Mai,"Thế giới di động 456-456A-458 Bạch Mai, Phường Bạch Mai, Thành phố Hà Nội, Việt Nam",POINT (105.84999084472656 20.997121810913086),966
Thế Giới Di Động - Thế giới di động Số 466 phố Minh Khai,"Thế giới di động Số 466 phố Minh Khai, Phường Vĩnh Tuy, Thành phố Hà Nội, Việt Nam",POINT (105.86813354492188 20.998125076293945),337
Thế Giới Di Động - Thế giới di động Số 638 đường Bạch Đằng,"Thế giới di động Số 638 đường Bạch Đằng, Phường Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",POINT (105.86544036865234 21.014389038085938),8572
Thế Giới Di Động - Thế giới di động Số 233 đường Lĩnh Nam,"Thế giới di động Số 233 đường Lĩnh Nam, tổ 27, Phường Vĩnh Hưng, Thành phố Hà Nội, Việt Nam",POINT (105.87114715576172 20.98508071899414),132
Điện Máy Xanh - Điện máy Xanh Thôn 1,"Điện máy Xanh Thôn 1, Xã Dương Hòa, Thành phố Hà Nội, Việt Nam",POINT (105.67606353759766 21.046953201293945),1904
Điện Máy Xanh - Điện máy Xanh Khu Chùa Tổng,"Điện máy Xanh Khu Chùa Tổng, thôn Ngãi Câu, Xã An Khánh, Thành phố Hà Nội, Việt Nam",POINT (105.7291030883789 20.991695404052734),1663
Điện Máy Xanh - Điện máy Xanh Quốc lộ 32,"Điện máy Xanh Quốc lộ 32, khu 6, Xã Hoài Đức, Thành phố Hà Nội, Việt Nam",POINT (105.70794677734375 21.07004165649414),2430
Điện Máy Xanh - Điện máy Xanh Ngã tư Sơn Đồng,"Điện máy Xanh Ngã tư Sơn Đồng, Xã Sơn Đồng, Thành phố Hà Nội, Việt Nam",POINT (105.70390319824219 21.047361373901367),1476
Điện Máy Xanh - Điện máy Xanh Thôn Vân Lũng,"Điện máy Xanh Thôn Vân Lũng, Xã An Khánh, Thành phố Hà Nội, Việt Nam",POINT (105.7205810546875 21.0056095123291),8701
Thế Giới Di Động - Thế giới di động Thôn Vân Lũng (ngã 3 Vân Lũng),"Thế giới di động Thôn Vân Lũng (ngã 3 Vân Lũng), Xã An Khánh, Thành phố Hà Nội, Việt Nam",POINT (105.7198715209961 21.005226135253906),2788
Thế Giới Di Động - Thế giới di động Xóm 1,"Thế giới di động Xóm 1, Ngã tư Canh, thôn An Trai, Xã Sơn Đồng, Thành phố Hà Nội, Việt Nam",POINT (105.73847961425781 21.03531265258789),1032
Điện Máy Xanh - Điện máy Xanh Phố Nỷ,"Điện máy Xanh Phố Nỷ, Xã Trung Giã, Thành phố Hà Nội, Việt Nam",POINT (105.86701965332031 21.310527801513672),1994
Thế Giới Di Động - Thế giới di động Số 30,"Thế giới di động Số 30, phố Trần Hưng Đạo, Xã Quảng Oai, Thành phố Hà Nội, Việt Nam",POINT (105.42337036132812 21.198827743530273),336
Thế Giới Di Động - Thế giới di động 21 Hàng Gai,"Thế giới di động 21 Hàng Gai, Phường Hoàn Kiếm, Thành phố Hà Nội, Việt Nam",POINT (105.85111236572266 21.032419204711914),8592
Thế Giới Di Động - Thế giới di động 21D phố Hàng Bài,"Thế giới di động 21D phố Hàng Bài, Phường Cửa Nam, Thành phố Hà Nội, Việt Nam",POINT (105.85298919677734 21.023967742919922),10715
Thế Giới Di Động - Thế giới di động 04 Ngõ 177 Định Công (cạnh ngã tư cầu Định Công),"Thế giới di động 04 Ngõ 177 Định Công (cạnh ngã tư cầu Định Công), Phường Định Công, Thành phố Hà Nội, Việt Nam",POINT (105.83464813232422 20.982263565063477),2433
Thế Giới Di Động - Thế giới di động 546 Trương Định ( cầu Kim Đồng liền kề ngã tư Tân Mai),"Thế giới di động 546 Trương Định ( cầu Kim Đồng liền kề ngã tư Tân Mai), Phường Tương Mai, Thành phố Hà Nội, Việt Nam",POINT (105.84562683105469 20.983837127685547),1838
Điện Máy Xanh - Điện máy Xanh Tầng 2,"Điện máy Xanh Tầng 2, tòa nhà trung tâm thương mại Savico Mega Mall, 7 - 9 Nguyễn Văn Linh, Phường Việt Hưng, Thành phố Hà Nội, Việt Nam",POINT (105.89280700683594 21.050472259521484),3934
Điện Máy Xanh - Điện máy Xanh Số 141,"Điện máy Xanh Số 141, Phường Long Biên, Thành phố Hà Nội, Việt Nam",POINT (105.90801239013672 21.024948120117188),5468
Điện Máy Xanh - Điện máy Xanh Số 142 đường Ngọc Thụy,"Điện máy Xanh Số 142 đường Ngọc Thụy, Phường Bồ Đề, Thành phố Hà Nội, Việt Nam",POINT (105.86416625976562 21.05221176147461),8807
Thế Giới Di Động - Thế giới di động 2 Ngọc Trì (Ngã Tư Cổ Linh),"Thế giới di động 2 Ngọc Trì (Ngã Tư Cổ Linh), Phường Long Biên, Thành phố Hà Nội, Việt Nam",POINT (105.90524291992188 21.022661209106445),1475
Thế Giới Di Động - Thế giới di động Số 182 - 184 đường Ngọc Lâm,"Thế giới di động Số 182 - 184 đường Ngọc Lâm, Tổ 3, Phường Bồ Đề, Thành phố Hà Nội, Việt Nam",POINT (105.87098693847656 21.046289443969727),1043
Thế Giới Di Động - Thế giới di động Số 2 đường Thạch Bàn,"Thế giới di động Số 2 đường Thạch Bàn, Phường Long Biên, Thành phố Hà Nội, Việt Nam",POINT (105.91310119628906 21.029939651489258),1893
Thế Giới Di Động - Thế giới di động 777 - 779 Ngô Gia Tự,"Thế giới di động 777 - 779 Ngô Gia Tự, Phường Việt Hưng, Thành phố Hà Nội, Việt Nam",POINT (105.90394592285156 21.071744918823242),695
Thế Giới Di Động - Thế giới di động Số 53B,"Thế giới di động Số 53B, 53C, 53D, Phố Sài Đồng, Phường Phúc Lợi, Thành phố Hà Nội, Việt Nam",POINT (105.91016387939453 21.03466033935547),15895
Điện Máy Xanh - Điện máy Xanh Đường Võ Văn Kiệt,"Điện máy Xanh Đường Võ Văn Kiệt, tổ 7, Xã Quang Minh, Thành phố Hà Nội, Việt Nam",POINT (105.78079986572266 21.19441795349121),1808
Điện Máy Xanh - Điện máy Xanh Thôn Thường Lệ,"Điện máy Xanh Thôn Thường Lệ, Xã Quang Minh, Thành phố Hà Nội, Việt Nam",POINT (105.73107147216797 21.175264358520508),1427
Điện Máy Xanh - Điện máy Xanh Khu 15,"Điện máy Xanh Khu 15, thôn Yên Nhân, Xã Mê Linh, Thành phố Hà Nội, Việt Nam",POINT (105.75676727294922 21.150379180908203),1438
Điện Máy Xanh - Điện máy Xanh Thôn Xa Mạc,"Điện máy Xanh Thôn Xa Mạc, Xã Yên Lãng, Thành phố Hà Nội, Việt Nam",POINT (105.64469146728516 21.190946578979492),8703
Điện Máy Xanh - Điện máy Xanh Thôn 2,"Điện máy Xanh Thôn 2, Xã Yên Lãng, Thành phố Hà Nội, Việt Nam",POINT (105.67340850830078 21.171768188476562),7846
Điện Máy Xanh - Điện máy Xanh Thôn Khê Ngoại 1,"Điện máy Xanh Thôn Khê Ngoại 1, Xã Mê Linh, Thành phố Hà Nội, Việt Nam",POINT (105.70722961425781 21.16278076171875),8269
Điện Máy Xanh - Điện máy Xanh 119 Đại Nghĩa,"Điện máy Xanh 119 Đại Nghĩa, Xã Mỹ Đức, Thành phố Hà Nội, Việt Nam",POINT (105.74134063720703 20.686824798583984),1249
Điện Máy Xanh - Điện máy Xanh Xóm 3,"Điện máy Xanh Xóm 3, thôn Hội Xá, Xã Hương Sơn, Thành phố Hà Nội, Việt Nam",POINT (105.78447723388672 20.616783142089844),1914
Điện Máy Xanh - Điện máy Xanh Xóm 6,"Điện máy Xanh Xóm 6, Xã Phúc Sơn, Thành phố Hà Nội, Việt Nam",POINT (105.7069091796875 20.808624267578125),1237
Thế Giới Di Động - Thế giới di động Thôn Tế Tiêu,"Thế giới di động Thôn Tế Tiêu, Xã Mỹ Đức, Thành phố Hà Nội, Việt Nam",POINT (105.74214935302734 20.686115264892578),774
Điện Máy Xanh - Điện máy Xanh 283 Đường Xuân Phương,"Điện máy Xanh 283 Đường Xuân Phương, Phường Xuân Phương, Thành phố Hà Nội, Việt Nam",POINT (105.73976135253906 21.02992057800293),5476
Điện Máy Xanh - Điện máy Xanh 55 Nguyễn Hoàng,"Điện máy Xanh 55 Nguyễn Hoàng, Thôn Phú Mỹ, Phường Từ Liêm, Thành phố Hà Nội, Việt Nam",POINT (105.77230072021484 21.032743453979492),1031
Điện Máy Xanh - Điện máy Xanh Số 81 Lê Đức Thọ,"Điện máy Xanh Số 81 Lê Đức Thọ, Phường Từ Liêm, Thành phố Hà Nội, Việt Nam",POINT (105.76921844482422 21.03003692626953),9269
Điện Máy Xanh - Điện máy Xanh Số 90 Miếu Đầm,"Điện máy Xanh Số 90 Miếu Đầm, Phường Từ Liêm, Thành phố Hà Nội, Việt Nam",POINT (105.78266143798828 21.005170822143555),5223
Thế Giới Di Động - Thế giới di động 238 Nguyễn Trãi (bên cạnh trường Đại Học Hà Nội),"Thế giới di động 238 Nguyễn Trãi (bên cạnh trường Đại Học Hà Nội), Phường Đại Mỗ, Thành phố Hà Nội, Việt Nam",POINT (105.79733276367188 20.98765754699707),468
Thế Giới Di Động - Thế giới di động Số 38,"Thế giới di động Số 38, Đ. Lê Quang Đạo, Phường Từ Liêm, Thành phố Hà Nội, Việt Nam",POINT (105.76921081542969 21.01406478881836),1119
Điện Máy Xanh - Điện máy Xanh Số 2 thôn Tử Dương,"Điện máy Xanh Số 2 thôn Tử Dương, Xã Chương Dương, Thành phố Hà Nội, Việt Nam",POINT (105.88395690917969 20.804048538208008),1474
Điện Máy Xanh - Điện máy Xanh Xóm Cầu,"Điện máy Xanh Xóm Cầu, Xã Phượng Dực, Thành phố Hà Nội, Việt Nam",POINT (105.82308197021484 20.793161392211914),8978
Điện Máy Xanh - Điện máy Xanh Tiểu khu Phú Thịnh,"Điện máy Xanh Tiểu khu Phú Thịnh, Xã Phú Xuyên, Thành phố Hà Nội, Việt Nam",POINT (105.9167709350586 20.781749725341797),8198
Thế Giới Di Động - Thế giới di động Tiểu khu Mỹ Lâm,"Thế giới di động Tiểu khu Mỹ Lâm, Xã Phú Xuyên, Thành phố Hà Nội, Việt Nam",POINT (105.91313171386719 20.73715591430664),776
Điện Máy Xanh - Điện máy Xanh Khu Cửa Đình,"Điện máy Xanh Khu Cửa Đình, Xã Phúc Thọ, Thành phố Hà Nội, Việt Nam",POINT (105.53727722167969 21.107177734375),12389
Điện Máy Xanh - Điện máy Xanh Số 50,"Điện máy Xanh Số 50, đường Tam Hiệp, Xã Hát Môn, Thành phố Hà Nội, Việt Nam",POINT (105.62301635742188 21.082300186157227),8199
Điện Máy Xanh - Điện máy Xanh Cụm 5,"Điện máy Xanh Cụm 5, Xã Phúc Lộc, Thành phố Hà Nội, Việt Nam",POINT (105.59443664550781 21.148284912109375),1481
Thế Giới Di Động - Thế giới di động Cụm 8 (Ngã Tư Gạch),"Thế giới di động Cụm 8 (Ngã Tư Gạch), Xã Phúc Thọ, Thành phố Hà Nội, Việt Nam",POINT (105.53810119628906 21.107187271118164),142
Điện Máy Xanh - Điện máy Xanh Phố Huyện,"Điện máy Xanh Phố Huyện, Xã Quốc Oai, Thành phố Hà Nội, Việt Nam",POINT (105.63973236083984 20.99327850341797),1479
Điện Máy Xanh - Điện máy Xanh Xóm 2,"Điện máy Xanh Xóm 2, thôn Long Phú, Xã Phú Cát, Thành phố Hà Nội, Việt Nam",POINT (105.5537109375 20.94414520263672),2762
Điện Máy Xanh - Điện máy Xanh Thôn Cấn Thượng,"Điện máy Xanh Thôn Cấn Thượng, Xã Kiều Phú, Thành phố Hà Nội, Việt Nam",POINT (105.61531066894531 20.95261001586914),8073
